,lat,lon,latlon
37037,11.5223454,80.1423105,11.5223454;80.1423105
37038,11.4394886,79.2757272,11.4394886;79.2757272
37039,8.9575452,79.0647209,8.9575452;79.0647209
37040,11.3220642,79.8403141,11.3220642;79.8403141
37041,11.6001371,78.0886938,11.6001371;78.0886938
37042,8.7268519,78.8131006,8.7268519;78.8131006
37043,8.7467367,78.4566228,8.7467367;78.4566228
37044,8.6309763,77.5799337,8.6309763;77.5799337
37045,8.3642799,77.5422854,8.3642799;77.5422854
37046,8.324371170588236,78.480409,8.324371170588236;78.480409
37047,9.1760685,80.2834709,9.1760685;80.2834709
37048,9.1760771,80.2479783,9.1760771;80.2479783
37049,8.3642885,79.2974756,8.3642885;79.2974756
37050,8.7953902,79.1419671,8.7953902;79.1419671
37051,9.6963176,79.7037256,9.6963176;79.7037256
37052,10.9420535,78.369065,10.9420535;78.369065
37053,10.8983755,77.8289861,10.8983755;77.8289861
37054,10.784385,77.6876884,10.784385;77.6876884
37055,10.7833179,80.1241864,10.7833179;80.1241864
37056,10.9963853,80.2286461,10.9963853;80.2286461
37057,11.0049135,79.19719,11.0049135;79.19719
37058,11.4615869,79.7446689,11.4615869;79.7446689
37059,11.3035541,79.8072377,11.3035541;79.8072377
37060,10.9711779,78.6684935,10.9711779;78.6684935
37061,10.6604435,77.6590607,10.6604435;77.6590607
37062,12.79965,77.2429113,12.79965;77.2429113
37063,12.7527836,77.0028795,12.7527836;77.0028795
37064,12.8628657,77.5497545,12.8628657;77.5497545
37065,12.9218087,80.0963002,12.9218087;80.0963002
37066,12.8411981,79.1088907,12.8411981;79.1088907
37067,13.0940437,79.714627,13.0940437;79.714627
37068,13.043256,78.0809357,13.043256;78.0809357
37069,12.3816877,78.0993891,12.3816877;78.0993891
37070,12.3092367,78.4487959,12.3092367;78.4487959
37071,12.840851,77.5423398,12.840851;77.5423398
37072,13.1160627,77.6837063,13.1160627;77.6837063
37073,12.0517382,77.3285739,12.0517382;77.3285739
37074,10.666847,80.1492986,10.666847;80.1492986
37075,11.7387952,79.135692,11.7387952;79.135692
37076,12.5093735,79.6974505,12.5093735;79.6974505
37077,11.3448526,78.069416,11.3448526;78.069416
37078,11.9118629,78.7156978,11.9118629;78.7156978
37079,12.0903577,77.9903434,12.0903577;77.9903434
37080,10.36005,77.3375945,10.36005;77.3375945
37081,11.7634408,77.4654917,11.7634408;77.4654917
37082,10.6552893,80.2051942,10.6552893;80.2051942
37083,12.1839016,80.3039971,12.1839016;80.3039971
37084,10.7786382,79.7746967,10.7786382;79.7746967
37085,11.2353023,79.7007455,11.2353023;79.7007455
37086,10.6553047,78.1131877,10.6553047;78.1131877
37087,9.4207236,78.4497979,9.4207236;78.4497979
37088,10.6553201,78.0322343,10.6553201;78.0322343
37089,8.6905187,77.3182623,8.6905187;77.3182623
37090,10.2471667,77.89706,10.2471667;77.89706
37091,10.9488775,77.7969117,10.9488775;77.7969117
37092,9.8293695,77.0028651,9.8293695;77.0028651
37093,9.3705576,76.8882399,9.3705576;76.8882399
37094,9.1763079,76.8726493,9.1763079;76.8726493
37095,9.1709853,76.8910339,9.1709853;76.8910339
37096,9.4767442,76.9418474,9.4767442;76.9418474
37097,10.9948462,76.9941009,10.9948462;76.9941009
37098,10.3961293,77.8136676,10.3961293;77.8136676
37099,10.3627451,77.2689139,10.3627451;77.2689139
37100,9.4021719,77.4379777,9.4021719;77.4379777
37101,10.777879,77.5422998,10.777879;77.5422998
37102,11.449754,77.3470733,11.449754;77.3470733
37103,11.1539375,78.0977804,11.1539375;78.0977804
37104,11.0392399,78.0728599,11.0392399;78.0728599
37105,11.7054366,78.1623673,11.7054366;78.1623673
37106,11.9383931,77.1144467,11.9383931;77.1144467
37107,12.8094847,77.9709589,12.8094847;77.9709589
37108,12.9138799,79.0025474,12.9138799;79.0025474
37109,12.94336,79.918714,12.94336;79.918714
37110,12.5001817,78.7102836,12.5001817;78.7102836
37111,12.9454942,78.1868633,12.9454942;78.1868633
37112,13.0147396,78.1413681,13.0147396;78.1413681
37113,13.0069271,80.2085524,13.0069271;80.2085524
37114,13.1755965,80.180148,13.1755965;80.180148
37115,13.0434997,80.2248501,13.0434997;80.2248501
37116,13.0484709,80.2533061,13.0484709;80.2533061
37117,13.3336293,80.0139298,13.3336293;80.0139298
37118,13.0637402,80.2475461,13.0637402;80.2475461
37119,13.1361912,80.1449767,13.1361912;80.1449767
37120,13.0935674,80.1790852,13.0935674;80.1790852
37121,13.174538,80.2578657,13.174538;80.2578657
37122,10.3627339,80.197487,10.3627339;80.197487
37123,11.3222264,77.0196982,11.3222264;77.0196982
37124,11.9581042,77.7129926,11.9581042;77.7129926
37125,11.9533878,80.0962173,11.9533878;80.0962173
37126,10.2860385,80.142282,10.2860385;80.142282
37127,12.8456485,79.0646924,12.8456485;79.0646924
37128,10.4626607,78.700196,10.4626607;78.700196
37129,11.7188067,80.2353983,11.7188067;80.2353983
37130,12.4065282,78.0886653,12.4065282;78.0886653
37131,12.8705618,78.0260965,12.8705618;78.0260965
37132,12.5078692,78.1574948,12.5078692;78.1574948
37133,10.806251754545455,78.3478232,10.806251754545455;78.3478232
37134,12.3030931,78.120588,12.3030931;78.120588
37135,10.3682462,77.7631626,10.3682462;77.7631626
37136,11.7387359,77.7901012,11.7387359;77.7901012
37137,11.7792126,78.3173147,11.7792126;78.3173147
37138,8.7106386,76.7935338,8.7106386;76.7935338
37139,9.1740617,80.1741362,9.1740617;80.1741362
37140,9.3104312,80.1833629,9.3104312;80.1833629
37141,9.9187391,80.1443004,9.9187391;80.1443004
37142,9.5856386,79.1368857,9.5856386;79.1368857
37143,9.9965127,79.6909693,9.9965127;79.6909693
37144,10.3637045,78.7844444,10.3637045;78.7844444
37145,10.976975,78.4833268,10.976975;78.4833268
37146,10.1392719,77.5363252,10.1392719;77.5363252
37147,10.9620614,77.7707002,10.9620614;77.7707002
37148,10.3846521,80.2029556,10.3846521;80.2029556
37149,11.4627685,80.2540732,11.4627685;80.2540732
37150,11.7600121,78.4497838,11.7600121;78.4497838
37151,11.2848638,78.8197309,11.2848638;78.8197309
37152,11.6769073,78.0895985,11.6769073;78.0895985
37153,10.0465761,77.2428828,10.0465761;77.2428828
37154,12.9673883,77.2869294,12.9673883;77.2869294
37155,12.3814551,77.307771,12.3814551;77.307771
37156,12.476975,80.1083268,12.476975;80.1083268
37157,10.185035,78.8721254,10.185035;78.8721254
37158,11.5796046,78.8195936,11.5796046;78.8195936
37159,13.0178117,77.9478886,13.0178117;77.9478886
37160,12.1939465,80.1507531,12.1939465;80.1507531
37161,13.1346521,78.2241545,13.1346521;78.2241545
37162,12.0014882,78.5735613,12.0014882;78.5735613
37163,13.043392,77.0208922,13.043392;77.0208922
37164,13.124714,78.18425,13.124714;78.18425
37165,13.0909655,77.9448541,13.0909655;77.9448541
37166,11.9383372,76.974415,11.9383372;76.974415
37167,11.3088577,80.1839527,11.3088577;80.1839527
37168,10.9958993,80.0645407,10.9958993;80.0645407
37169,11.7053918,80.0688521,11.7053918;80.0688521
37170,11.9400191,78.0322058,11.9400191;78.0322058
37171,10.102209,78.7162047,10.102209;78.7162047
37172,11.7054072,78.0776666,11.7054072;78.0776666
37173,12.837027,78.4583234,12.837027;78.4583234
37174,11.6554669,78.4490967,11.6554669;78.4490967
37175,12.5069896,79.1728308,12.5069896;79.1728308
37176,11.3221517,78.4872804,11.3221517;78.4872804
37177,11.3349483,77.9771061,11.3349483;77.9771061
37178,13.1149748,77.3371538,13.1149748;77.3371538
37179,8.2052083,76.9236267,8.2052083;76.9236267
37180,11.2360081,80.1060882,11.2360081;80.1060882
37181,12.9504847,78.166693,12.9504847;78.166693
37182,12.5222114,78.0531442,12.5222114;78.0531442
37183,9.6963244,78.588568,9.6963244;78.588568
37184,9.4573339,77.5429011,9.4573339;77.5429011
37185,9.9395747,77.7326256,9.9395747;77.7326256
37186,11.656232,77.7900727,11.656232;77.7900727
37187,9.4793443,77.7027898,9.4793443;77.7027898
37188,10.3692579,78.7019063,10.3692579;78.7019063
37189,10.908329,80.1832656,10.908329;80.1832656
37190,10.7833204,80.13779104,10.7833204;80.13779104
37191,10.9743817,80.1392878,10.9743817;80.1392878
37192,10.9605309,80.1846798,10.9605309;80.1846798
37193,11.8323339,79.683801,11.8323339;79.683801
37194,11.3451133,78.4271966,11.3451133;78.4271966
37195,11.6767867,78.5976574,11.6767867;78.5976574
37196,10.9605223,78.0585949,10.9605223;78.0585949
37197,11.1043572,77.7707405,11.1043572;77.7707405
37198,12.6917132,79.523775,12.6917132;79.523775
37199,12.9988863,79.1359784,12.9988863;79.1359784
37200,12.308545,79.6580017,12.308545;79.6580017
37201,12.9221841,79.4548767,12.9221841;79.4548767
37202,10.6560259,79.1949773,10.6560259;79.1949773
37203,13.0556994,79.9187114,13.0556994;79.9187114
37204,13.1157181,80.3039922,13.1157181;80.3039922
37205,12.6260162,78.0775149,12.6260162;78.0775149
37206,12.6746654,78.0491621,12.6746654;78.0491621
37207,12.1309831,77.5617526,12.1309831;77.5617526
37208,13.1160652,80.25815,13.1160652;80.25815
37209,11.9202213,80.0962432,11.9202213;80.0962432
37210,13.1253048,80.2780176,13.1253048;80.2780176
37211,11.1188514,80.2801045,11.1188514;80.2801045
37212,9.5026659,79.0647183,9.5026659;79.0647183
37213,11.1512941,78.1476901,11.1512941;78.1476901
37214,10.1463716,78.1675577,10.1463716;78.1675577
37215,11.1696323,78.5985906,11.1696323;78.5985906
37216,10.655423,78.2235906,10.655423;78.2235906
37217,8.18627,78.594348,8.18627;78.594348
37218,8.7302951,77.9592425,8.7302951;77.9592425
37219,9.7420203,79.0979867,9.7420203;79.0979867
37220,9.8293806,79.3969486,9.8293806;79.3969486
37221,9.9660972,79.4785747,9.9660972;79.4785747
37222,9.1709921,79.8265673,9.1709921;79.8265673
37223,12.7304211,78.0160857,12.7304211;78.0160857
37224,10.3940062,78.168697,10.3940062;78.168697
37225,10.9085641,78.0138612,10.9085641;78.0138612
37226,10.5840004,78.5898993,10.5840004;78.5898993
37227,10.9621931,78.8271027,10.9621931;78.8271027
37228,10.1521744,77.3467642,10.1521744;77.3467642
37229,11.4976986,77.3489887,11.4976986;77.3489887
37230,11.4284575,77.3077705,11.4284575;77.3077705
37231,11.1447133,80.2051372,11.1447133;80.2051372
37232,11.3393144,80.2186753,11.3393144;80.2186753
37233,11.242376,79.6900476,11.242376;79.6900476
37234,12.9849149,78.4832154,12.9849149;78.4832154
37235,12.7793129,78.6138722,12.7793129;78.6138722
37236,12.4877562,77.7897837,12.4877562;77.7897837
37237,12.9454924,77.9523632,12.9454924;77.9523632
37238,12.9540249,76.8662196,12.9540249;76.8662196
37239,13.014035,76.9586242,13.014035;76.9586242
37240,13.1003282,79.5407313,13.1003282;79.5407313
37241,13.0307271,78.0888144,13.0307271;78.0888144
37242,13.0147507,77.4926338,13.0147507;77.4926338
37243,13.1035209,78.097835,13.1035209;78.097835
37244,10.9471078,78.4571412,10.9471078;78.4571412
37245,13.1141747,78.1908435,13.1141747;78.1908435
37246,13.1308668,78.0629463,13.1308668;78.0629463
37247,11.3474333,77.00738,11.3474333;77.00738
37248,12.230215,77.0322317,12.230215;77.0322317
37249,12.864694,77.3589425,12.864694;77.3589425
37250,10.5127039,77.4377402,10.5127039;77.4377402
37251,12.2302304,77.3305897,12.2302304;77.3305897
37252,11.3221078,77.3078249,11.3221078;77.3078249
37253,12.4222253,80.2556365,12.4222253;80.2556365
37254,10.0803463,80.0121036,10.0803463;80.0121036
37255,11.1566311,80.3039945,11.1566311;80.3039945
37256,12.5240401,79.8485077,12.5240401;79.8485077
37257,11.4644147,78.16363,11.4644147;78.16363
37258,12.8706339,78.2218874,12.8706339;78.2218874
37259,11.7596386,77.60802242,11.7596386;77.60802242
37260,12.8564385,77.2429631,12.8564385;77.2429631
37261,12.7300243,80.1837037,12.7300243;80.1837037
37262,11.1031517,79.1366914,11.1031517;79.1366914
37263,11.5795081,79.4150442,11.5795081;79.4150442
37264,8.1751442,79.4044721,8.1751442;79.4044721
37265,8.126495,78.1229472,8.126495;78.1229472
37266,8.8196819,77.9536945,8.8196819;77.9536945
37267,8.6783455,76.8959725,8.6783455;76.8959725
37268,9.9968709,80.0962147,9.9968709;80.0962147
37269,13.125175,79.4013688,13.125175;79.4013688
37270,10.9621299,79.638641,10.9621299;79.638641
37271,10.5572941,79.4788211,10.5572941;79.4788211
37272,9.9120005,79.5491336,9.9120005;79.5491336
37273,10.8743694,79.7110404,10.8743694;79.7110404
37274,10.8757793,78.0808502,10.8757793;78.0808502
37275,10.9173317,78.5346479,10.9173317;78.5346479
37276,10.7681828,77.0479799,10.7681828;77.0479799
37277,10.9602983,77.4407606,10.9602983;77.4407606
37278,11.4624325,77.5380117,11.4624325;77.5380117
37279,11.6786883,77.185035,11.6786883;77.185035
37280,11.4844515,77.5700032,11.4844515;77.5700032
37281,11.376135,77.7205964,11.376135;77.7205964
37282,10.9471546,77.3000668,10.9471546;77.3000668
37283,12.9563899,77.5543782,12.9563899;77.5543782
37284,12.9844515,80.2067978,12.9844515;80.2067978
37285,12.9340195,79.7527252,12.9340195;79.7527252
37286,12.5313222,79.3684985,12.5313222;79.3684985
37287,11.9382793,79.8088269,11.9382793;79.8088269
37288,13.0270581,78.3973867,13.0270581;78.3973867
37289,13.0941779,78.483393,13.0941779;78.483393
37290,13.1296877,78.4058719,13.1296877;78.4058719
37291,11.3181719,77.9440556,11.3181719;77.9440556
37292,12.6230809,77.7168204,12.6230809;77.7168204
37293,12.9232735,77.7884783,12.9232735;77.7884783
37294,13.1126442,77.3523925,13.1126442;77.3523925
37295,10.9446323,77.3659994,10.9446323;77.3659994
37296,11.6363166,78.1400408,11.6363166;78.1400408
37297,11.6555544,77.7372234,11.6555544;77.7372234
37298,10.5414784,78.7569065,10.5414784;78.7569065
37299,10.7786818,77.0028484,10.7786818;77.0028484
37300,10.6257648,77.3160211,10.6257648;77.3160211
37301,11.938234,80.1083242,11.938234;80.1083242
37302,11.0741272,79.0613119,11.0741272;79.0613119
37303,9.4629104,78.0759205,9.4629104;78.0759205
37304,10.7379836,78.4836535,10.7379836;78.4836535
37305,11.9382494,77.9777906,11.9382494;77.9777906
37306,9.96434,77.6801053,9.96434;77.6801053
37307,11.1882648,79.6029967,11.1882648;79.6029967
37308,9.9409179,78.753315,9.9409179;78.753315
37309,10.66979,78.8250417,10.66979;78.8250417
37310,11.3442933,78.8222133,11.3442933;78.8222133
37311,12.2301557,78.8769008,12.2301557;78.8769008
37312,8.9575295,77.9647879,8.9575295;77.9647879
37313,11.5223451,77.72536,11.5223451;77.72536
37314,12.5209001,76.9645818,12.5209001;76.9645818
37315,12.7974183,80.1420592,12.7974183;80.1420592
37316,9.175735,80.2520381,9.175735;80.2520381
37317,12.2301865,79.9742207,12.2301865;79.9742207
37318,9.9392387,79.597065,9.9392387;79.597065
37319,9.9626762,79.8164877,9.9626762;79.8164877
37320,9.688883,78.50661,9.688883;78.50661
37321,10.8362534,78.4490941,10.8362534;78.4490941
37322,10.3465515,78.6685856,10.3465515;78.6685856
37323,10.8912923,77.3644335,10.8912923;77.3644335
37324,10.9985331,77.7564727,10.9985331;77.7564727
37325,10.8589795,77.5775267,10.8589795;77.5775267
37326,11.4051388,77.3643647,11.4051388;77.3643647
37327,11.2357537,77.002834,11.2357537;77.002834
37328,10.957705,77.7201698,10.957705;77.7201698
37329,10.9605377,77.2735119,10.9605377;77.2735119
37330,10.960542,79.1365941,10.960542;79.1365941
37331,12.4008833,79.1324203,12.4008833;79.1324203
37332,12.9562822,79.1081725,12.9562822;79.1081725
37333,12.91011,79.7708896,12.91011;79.7708896
37334,12.3540083,78.6967323,12.3540083;78.6967323
37335,11.6312617,78.715996,11.6312617;78.715996
37336,13.1160763,78.0775267,13.1160763;78.0775267
37337,12.7478217,78.1648096,12.7478217;78.1648096
37338,13.1253202,77.5233058,13.1253202;77.5233058
37339,13.0908689,79.7110119,13.0908689;79.7110119
37340,12.1395181,79.0647301,12.1395181;79.0647301
37341,11.10641,78.8585018,11.10641;78.8585018
37342,11.3031675,78.3521723,11.3031675;78.3521723
37343,11.4644244,78.5950325,11.4644244;78.5950325
37344,9.4805394,78.9529933,9.4805394;78.9529933
37345,12.895251,77.9698264,12.895251;77.9698264
37346,11.5794642,77.9548741,11.5794642;77.9548741
37347,10.8133808,77.9137247,10.8133808;77.9137247
37348,12.9234357,77.6879037,12.9234357;77.6879037
37349,10.3775473,80.3040204,10.3775473;80.3040204
37350,10.9964013,79.7846194,10.9964013;79.7846194
37351,12.9622613,79.844291,12.9622613;79.844291
37352,10.9478752,78.1231792,10.9478752;78.1231792
37353,11.3448677,78.6687088,11.3448677;78.6687088
37354,11.2352558,77.2557856,11.2352558;77.2557856
37355,12.8451046,76.9658443,12.8451046;76.9658443
37356,10.610302,80.1830569,10.610302;80.1830569
37357,8.24132,79.9783116,8.24132;79.9783116
37358,8.163195,79.6359758,8.163195;79.6359758
37359,8.7320847,79.6914048,8.7320847;79.6914048
37360,9.7409686,78.8289953,9.7409686;78.8289953
37361,13.1277688,78.7487146,13.1277688;78.7487146
37362,10.9955884,78.0491595,10.9955884;78.0491595
37363,10.8698727,77.8756642,10.8698727;77.8756642
37364,10.0207872,78.7528199,10.0207872;78.7528199
37365,10.6102817,78.7400233,10.6102817;78.7400233
37366,10.9959312,78.483625,10.9959312;78.483625
37367,11.0715792,78.8650233,11.0715792;78.8650233
37368,11.0147575,77.9592399,11.0147575;77.9592399
37369,11.0982094,77.8448808,11.0982094;77.8448808
37370,11.6802385,77.20567,11.6802385;77.20567
37371,11.1138301,77.04089352,11.1138301;77.04089352
37372,12.978892,80.1684339,12.978892;80.1684339
37373,12.226055,80.2479731,12.226055;80.2479731
37374,11.3087869,79.2143613,11.3087869;79.2143613
37375,12.506945,78.7021001,12.506945;78.7021001
37376,12.9306028,78.1566393,12.9306028;78.1566393
37377,13.0076564,78.8285143,13.0076564;78.8285143
37378,13.0989208,77.937752,13.0989208;77.937752
37379,13.084640547368421,77.3305327,13.084640547368421;77.3305327
37380,12.9387581,77.7687054,12.9387581;77.7687054
37381,12.9258673,77.8539014,12.9258673;77.8539014
37382,12.116448,77.6876832,12.116448;77.6876832
37383,13.1312422,77.3077679,13.1312422;77.3077679
37384,11.9348879,77.461931,11.9348879;77.461931
37385,12.2274895,80.2243295,12.2274895;80.2243295
37386,12.1460469,79.4016552,12.1460469;79.4016552
37387,10.982971,79.6581223,10.982971;79.6581223
37388,10.0206193,79.5430217,10.0206193;79.5430217
37389,11.2395908,78.6835094,11.2395908;78.6835094
37390,12.0489947,78.076894,12.0489947;78.076894
37391,9.1764263,78.1358929,9.1764263;78.1358929
37392,10.1016035,77.5354697,10.1016035;77.5354697
37393,10.0173325,80.1837155,10.0173325;80.1837155
37394,11.0206347,80.1836467,11.0206347;80.1836467
37395,12.1333119,80.096295,12.1333119;80.096295
37396,11.4956572,79.727556,11.4956572;79.727556
37397,12.6565125,79.6927361,12.6565125;79.6927361
37398,11.30784,79.1224236,11.30784;79.1224236
37399,11.7389417,77.1006608,11.7389417;77.1006608
37400,12.8236865,76.9185939,12.8236865;76.9185939
37401,8.175151,76.989275,8.175151;76.989275
37402,8.700007,76.9658375,8.700007;76.9658375
37403,8.5934776,76.9345531,8.5934776;76.9345531
37404,8.8044151,76.9345359,8.8044151;76.9345359
37405,8.3821844,77.1770447,8.3821844;77.1770447
37406,9.9311979,77.9917176,9.9311979;77.9917176
37407,9.7856017,77.2772274,9.7856017;77.2772274
37408,9.2848817,77.9903206,9.2848817;77.9903206
37409,9.3704721,77.7381133,9.3704721;77.7381133
37410,9.9965306,77.7956636,9.9965306;77.7956636
37411,10.94753,78.0520447,10.94753;78.0520447
37412,10.9297708,78.0520275,10.9297708;78.0520275
37413,10.9414917,77.0055899,10.9414917;77.0055899
37414,10.8129433,77.5233018,10.8129433;77.5233018
37415,10.363371,79.0321599,10.363371;79.0321599
37416,11.0636547,79.7651207,11.0636547;79.7651207
37417,11.7174105,79.3567322,11.7174105;79.3567322
37418,11.2848774,78.4437798,11.2848774;78.4437798
37419,11.3473817,78.5651927,11.3473817;78.5651927
37420,11.3282083,80.1990508,11.3282083;80.1990508
37421,12.9865925,80.2558768,12.9865925;80.2558768
37422,12.990488,80.25022,12.990488;80.25022
37423,12.9208955,79.4756853,12.9208955;79.4756853
37424,12.956401,80.1851914,12.956401;80.1851914
37425,12.9070447,80.225047,12.9070447;80.225047
37426,13.0249479,80.1831733,13.0249479;80.1831733
37427,13.0710986,80.0972186,13.0710986;80.0972186
37428,13.0213952,80.2030581,13.0213952;80.2030581
37429,12.9223183,80.0058897,12.9223183;80.0058897
37430,12.0700358,77.0017206,12.0700358;77.0017206
37431,13.10342,77.9328911,13.10342;77.9328911
37432,11.5794203,80.2478902,11.5794203;80.2478902
37433,11.3088112,80.3039919,11.3088112;80.3039919
37434,11.3199567,79.7136057,11.3199567;79.7136057
37435,11.236863,79.5430761,11.236863;79.5430761
37436,10.1021779,79.6546756,10.1021779;79.6546756
37437,9.9393389,79.1986534,9.9393389;79.1986534
37438,11.6568654,79.6723875,11.6568654;79.6723875
37439,10.9959144,78.3377269,10.9959144;78.3377269
37440,11.7054069,78.4434632,11.7054069;78.4434632
37441,12.5069983,78.1793212,12.5069983;78.1793212
37442,10.1645026,78.0770172,10.1645026;78.0770172
37443,9.5811874,78.1430871,9.5811874;78.1430871
37444,11.6552605,78.3461433,11.6552605;78.3461433
37445,9.9626011,78.9619166,9.9626011;78.9619166
37446,13.1149745,76.9345658,13.1149745;76.9345658
37447,8.8149612,79.3092365,8.8149612;79.3092365
37448,9.1760975,79.6508996,9.1760975;79.6508996
37449,9.356145,79.8221019,9.356145;79.8221019
37450,9.9626744,79.7049144,9.9626744;79.7049144
37451,12.0425525,79.4931666,12.0425525;79.4931666
37452,10.9974857,78.721006,10.9974857;78.721006
37453,10.8618276,78.1506935,10.8618276;78.1506935
37454,10.9864676,78.5860378,10.9864676;78.5860378
37455,10.2577881,78.7159531,10.2577881;78.7159531
37456,10.9605574,77.2243698,10.9605574;77.2243698
37457,11.6100491,77.8208794,11.6100491;77.8208794
37458,11.5035154,77.684497,11.5035154;77.684497
37459,11.0613999,77.27973,11.0613999;77.27973
37460,11.3675145,77.4814408,11.3675145;77.4814408
37461,11.3451355,77.63394958356164,11.3451355;77.63394958356164
37462,12.9314287,76.9932898,12.9314287;76.9932898
37463,12.7382547,80.2012757,12.7382547;80.2012757
37464,12.9467066,80.0621337,12.9467066;80.0621337
37465,12.9239762,80.153728,12.9239762;80.153728
37466,12.6026009,79.1329128,12.6026009;79.1329128
37467,13.0532317,79.3169117,13.0532317;79.3169117
37468,12.9136695,79.7131247,12.9136695;79.7131247
37469,12.7878361,79.0646872,12.7878361;79.0646872
37470,12.7879667,78.1163402,12.7879667;78.1163402
37471,12.2236968,78.0809164,12.2236968;78.0809164
37472,13.0997596,80.1105224,13.0997596;80.1105224
37473,13.1160874,78.9771982,13.1160874;78.9771982
37474,12.5222111,77.7205938,12.5222111;77.7205938
37475,12.3988776,77.3228978,12.3988776;77.3228978
37476,9.5426451,80.1492793,9.5426451;80.1492793
37477,11.5906664,80.1123037,11.5906664;80.1123037
37478,10.7670671,79.2100902,10.7670671;79.2100902
37479,11.4609346,79.8485595,11.4609346;79.8485595
37480,11.3920363,79.7577067,11.3920363;79.7577067
37481,10.3638978,78.1743915,10.3638978;78.1743915
37482,10.7763092,78.166579,10.7763092;78.166579
37483,11.7514267,78.8284858,11.7514267;78.8284858
37484,11.6172,77.07213601538461,11.6172;77.07213601538461
37485,12.8858749,77.2843019,12.8858749;77.2843019
37486,12.9232863,77.576124,12.9232863;77.576124
37487,11.1044342,77.7260445,11.1044342;77.7260445
37488,9.6963424,77.8560286,9.6963424;77.8560286
37489,11.3979916,77.0029831,11.3979916;77.0029831
37490,12.9233171,77.9533485,12.9233171;77.9533485
37491,10.9605378,76.9580577,10.9605378;76.9580577
37492,13.1671403,77.3944184,13.1671403;77.3944184
37493,10.5744077,79.1076489,10.5744077;79.1076489
37494,12.5982882,79.9187347,12.5982882;79.9187347
37495,10.397564,79.7007262,10.397564;79.7007262
37496,11.3073531,79.6921034,11.3073531;79.6921034
37497,12.8293456,78.4178559,12.8293456;78.4178559
37498,11.655598,78.1123581,11.655598;78.1123581
37499,12.266861,78.8290212,12.266861;78.8290212
37500,8.175287,77.2428776,8.175287;77.2428776
37501,8.2377741,77.4814952,8.2377741;77.4814952
37502,8.3180333,80.1104773,8.3180333;80.1104773
37503,8.7425683,79.9746303,8.7425683;79.9746303
37504,9.8293985,79.3162246,9.8293985;79.3162246
37505,9.1759941,79.5051388,9.1759941;79.5051388
37506,9.1759898,78.66881501428573,9.1759898;78.66881501428573
37507,9.3666911,77.9784607,9.3666911;77.9784607
37508,9.4053893,77.8229522,9.4053893;77.8229522
37509,10.3748593,77.9102351,10.3748593;77.9102351
37510,10.9817358,77.9138738,10.9817358;77.9138738
37511,10.9963023,77.7028675,10.9963023;77.7028675
37512,10.5843654,76.895887,10.5843654;76.895887
37513,10.6791911,80.1805837,10.6791911;80.1805837
37514,11.0147729,80.1493337,11.0147729;80.1493337
37515,11.01584,79.7137833,11.01584;79.7137833
37516,11.0485085,79.5503935,11.0485085;79.5503935
37517,11.0857839,78.125484,11.0857839;78.125484
37518,11.7867833,78.868413,11.7867833;78.868413
37519,11.8325955,78.5693823,11.8325955;78.5693823
37520,11.3088023,78.2242181,11.3088023;78.2242181
37521,11.2860805,78.0139533,11.2860805;78.0139533
37522,11.3396966,78.6048749,11.3396966;78.6048749
37523,12.2118553,77.981083,12.2118553;77.981083
37524,13.1362159,77.9903785,13.1362159;77.9903785
37525,13.0708832,77.5499813,13.0708832;77.5499813
37526,13.0701589,77.5358393,13.0701589;77.5358393
37527,13.0712389,80.2038151,13.0712389;80.2038151
37528,13.040336,80.2222685,13.040336;80.2222685
37529,13.1049702,79.9763738,13.1049702;79.9763738
37530,13.13230707,79.3761567,13.13230707;79.3761567
37531,12.8319833,79.5601556,12.8319833;79.5601556
37532,11.7366284,79.820055,11.7366284;79.820055
37533,10.7813939,79.8164851,10.7813939;79.8164851
37534,12.2302147,78.0549654,12.2302147;78.0549654
37535,12.2302301,78.013816,12.2302301;78.013816
37536,11.3221075,77.3644309,11.3221075;77.3644309
37537,10.8188207,77.3793144,10.8188207;77.3793144
37538,12.5240398,77.7316184,12.5240398;77.7316184
37539,11.5065422,78.1465289,11.5065422;78.1465289
37540,11.3221229,77.3523758,11.3221229;77.3523758
37541,12.3301569,77.8431491,12.3301569;77.8431491
37542,11.3221383,77.4816184,11.3221383;77.4816184
37543,11.3799065,80.0658812,11.3799065;80.0658812
37544,11.7373935,80.2014533,11.7373935;80.2014533
37545,8.714576,80.1233283,8.714576;80.1233283
37546,8.7042908,79.1692557,8.7042908;79.1692557
37547,8.7049979,78.7159934,8.7049979;78.7159934
37548,8.7170659,77.5410151,8.7170659;77.5410151
37549,8.8360362,77.6319367,8.8360362;77.6319367
37550,8.8044305,80.1516126,8.8044305;80.1516126
37551,8.5025843,79.0462053,8.5025843;79.0462053
37552,9.3441958,79.1818462,9.3441958;79.1818462
37553,8.3360319,78.0759038,8.3360319;78.0759038
37554,12.783817,78.2242725,12.783817;78.2242725
37555,10.0427139,78.3670532,10.0427139;78.3670532
37556,10.4656474,78.957906,10.4656474;78.957906
37557,10.5835463,77.5422232,10.5835463;77.5422232
37558,10.9621033,77.4292783,10.9621033;77.4292783
37559,10.9471768,77.3092624,10.9471768;77.3092624
37560,11.0842534,80.3040178,11.0842534;80.3040178
37561,11.011811,80.1030485,11.011811;80.1030485
37562,11.674095,79.3684674,11.674095;79.3684674
